,SRANK,GRANK,OBJECTID,ELSUBID,ELCODE,SNAME,SCOMNAME,SRANK_CHGD,SRANK_RVWD,EO_TRACK,USESA,SPROT,PBSSTATUS,PBSDATE,PBSQUAL,SGCN,SGCN_COM,SENSITV_SP,ER_RULE,MOD_BY,MOD_DATE,CHG_TYPE,CHG_INFO,CHG_SRC,EXPT_DATE,Rounded_GRANK,Rounded_SRANK,temp_taxostatus,GRANK_rounded,SRANK_rounded,rank_score,resp_score,rarity_score
915,S2,G5,4253,15446,PMORC1Y040,Platanthera ciliaris,Yellow-fringed Orchid,,,Y,,TU,PT,,,,,Y,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.065,0.0277777777778
916,S2,G5,4253,15446,PMORC1Y040,Platanthera ciliaris,Yellow-fringed Orchid,,,Y,,TU,PT,,,,,Y,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.065,0.0277777777778
917,S2,G5,4129,15083,PMCYP037K0,Carex limosa,Mud Sedge,,,Y,,TU,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.023,0.027027027027
918,S2,G5,4129,15083,PMCYP037K0,Carex limosa,Mud Sedge,,,Y,,TU,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.023,0.027027027027
919,S2,G5,2700,13589,PDCLU03120,Hypericum majus,Larger Canadian St. John's-wort,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.002,0.25
920,S2,G5,2700,13589,PDCLU03120,Hypericum majus,Larger Canadian St. John's-wort,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.002,0.25
921,S2,G5,4554,15521,PMPOA150N0,Bromus kalmii,Brome Grass,,,Y,,N,PT,1236124800.0,"5 extant sites, ca 5000 plants (VPTC Members, 2009-03-04); TURF: 1999-05-01, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.044,0.0833333333333
922,S2,G5,4554,15521,PMPOA150N0,Bromus kalmii,Brome Grass,,,Y,,N,PT,1236124800.0,"5 extant sites, ca 5000 plants (VPTC Members, 2009-03-04); TURF: 1999-05-01, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.044,0.0833333333333
923,S2,G5,6132,19171,NBHEP0X010,Cololejeunea biddlecomiae,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
924,S2,G5,6132,19171,NBHEP0X010,Cololejeunea biddlecomiae,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
925,S2,G5,4094,15046,PMCYP034T0,Carex flava,Yellow Sedge,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.014,0.0666666666667
926,S2,G5,4094,15046,PMCYP034T0,Carex flava,Yellow Sedge,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.014,0.0666666666667
927,S2,G5,4545,15512,PMPOA10060,Bouteloua curtipendula,Tall Gramma,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.009,0.0454545454545
928,S2,G5,4545,15512,PMPOA10060,Bouteloua curtipendula,Tall Gramma,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.009,0.0454545454545
929,S2,G4,3442,14366,PDPOR080K0,Phemeranthus teretifolius,Round-leaved Fame-flower,,,Y,,PT,PT,,,,,Y,,,,,,,28-Feb-22,G4,S2,in biotics,G4,S2,0.6,0.022,0.0714285714286
930,S2,G5,2130,13027,PDASTEB0J0,Eurybia radula,Rough-leaved Aster,,,Y,,N,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.164,0.0454545454545
931,S2,G5,2130,13027,PDASTEB0J0,Eurybia radula,Rough-leaved Aster,,,Y,,N,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.164,0.0454545454545
932,S2,G5,4526,15493,PMPOA08020,Calamagrostis breviligulata,American Beachgrass,,,Y,,PT,PT,,,,,N,,sklugman,2/23/2022 3:48:52 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.014,1.0
933,S2,G5,4526,15493,PMPOA08020,Calamagrostis breviligulata,American Beachgrass,,,Y,,PT,PT,,,,,N,,sklugman,2/23/2022 3:48:52 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.014,1.0
934,S2,G5,4307,15199,PMCYP090V0,Eleocharis intermedia,Matted Spike-rush,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.065,0.0666666666667
935,S2,G5,4307,15199,PMCYP090V0,Eleocharis intermedia,Matted Spike-rush,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.065,0.0666666666667
936,S2,G5,3784,14708,PDSAL022P0,Salix serissima,Autumn Willow,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.035,0.047619047619
937,S2,G5,3784,14708,PDSAL022P0,Salix serissima,Autumn Willow,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.035,0.047619047619
938,S2,G5,2510,13397,PDBRA0K1A0,Cardamine maxima,Large Toothwort,,,Y,,N,PT,1207958400.0,"PT: 2008-04-12, VPTC; TUEF: 1999-05-01, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.118,0.0833333333333
939,S2,G5,2510,13397,PDBRA0K1A0,Cardamine maxima,Large Toothwort,,,Y,,N,PT,1207958400.0,"PT: 2008-04-12, VPTC; TUEF: 1999-05-01, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.118,0.0833333333333
940,S2,G5,3088,14002,PDHYD02010,Ellisia nyctelea,Ellisia,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.007,0.0526315789474
941,S2,G5,3088,14002,PDHYD02010,Ellisia nyctelea,Ellisia,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.007,0.0526315789474
942,S2,G5,3236,14153,PDMAG020A0,Magnolia virginiana,Sweet Bay Magnolia,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.021,0.0625
943,S2,G5,3236,14153,PDMAG020A0,Magnolia virginiana,Sweet Bay Magnolia,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.021,0.0625
944,S2,G5,4034,14983,PMCYP030C0,Carex alata,Broad-winged Sedge,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.022,0.0714285714286
945,S2,G5,4034,14983,PMCYP030C0,Carex alata,Broad-winged Sedge,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.022,0.0714285714286
946,S2,G5,4364,15257,PMCYP0R0G0,Scleria pauciflora,Few Flowered Nutrush,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.014,0.0666666666667
947,S2,G5,4364,15257,PMCYP0R0G0,Scleria pauciflora,Few Flowered Nutrush,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.014,0.0666666666667
948,S2,G5,4145,15099,PMCYP039Q0,Carex oligosperma,Few-seeded Sedge,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.031,0.0625
949,S2,G5,4145,15099,PMCYP039Q0,Carex oligosperma,Few-seeded Sedge,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.031,0.0625
950,S2,G5,3795,14719,PDSAX0P050,Parnassia glauca,Carolina Grass-of-parnassus,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.019,0.0666666666667
951,S2,G5,3795,14719,PDSAX0P050,Parnassia glauca,Carolina Grass-of-parnassus,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.019,0.0666666666667
952,S2,G4T4,6188,19232,NBHEP0F050,Bazzania tricrenata,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,T4,S2,,T4,S2,0.6,0.0,
953,S2,G5,7493,478831,NBMUS4W030,Neckera pennata,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
954,S2,G5,7493,478831,NBMUS4W030,Neckera pennata,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
955,S2,G5,7451,478789,NBMUS0Z0W0,Brachythecium velutinum,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
956,S2,G5,7451,478789,NBMUS0Z0W0,Brachythecium velutinum,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
957,S2,G4,7530,478869,PDPRI03020,Primula fassettii,Fassett Jeweled Shooting-Star,,,Y,,PT,PT,1415577600.0,"Previously tracked as Dodecatheon radicatum, misapplied. See Mast, A.R. and J.L. Reveal. 2007. Transfer of Dodecatheon to Primula (Primulaceae). Brittonia 59(1):79-82.",,,N,,,,,,,28-Feb-22,G4,S2,in biotics,G4,S2,0.6,0.0,0.03125
958,S2,G5,6108,19145,NBHEP0M040,Calypogeia neesiana,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
959,S2,G5,6108,19145,NBHEP0M040,Calypogeia neesiana,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
960,S2,G5,2963,13859,PDFAB3U030,Strophostyles umbellata,Wild Bean,,,Y,,N,PE,925516800.0,"QUALIFIER REMOVED, 1999-05-01, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.014,0.166666666667
961,S2,G5,2963,13859,PDFAB3U030,Strophostyles umbellata,Wild Bean,,,Y,,N,PE,925516800.0,"QUALIFIER REMOVED, 1999-05-01, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.014,0.166666666667
962,S2,G5,3250,14167,PDMCC02040,Myrica gale,Sweet-gale,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.015,0.0588235294118
963,S2,G5,3250,14167,PDMCC02040,Myrica gale,Sweet-gale,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.015,0.0588235294118
964,S2,G5,3235,14152,PDMAG02090,Magnolia tripetala,Umbrella Magnolia,,,Y,,PT,PR,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.046,0.05
965,S2,G5,3235,14152,PDMAG02090,Magnolia tripetala,Umbrella Magnolia,,,Y,,PT,PR,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.046,0.05
966,S2,G5,4265,15461,PMORC1Y0L0,Platanthera peramoena,Purple-fringeless Orchid,,,Y,,PT,PT,,,,,Y,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.0,0.0416666666667
967,S2,G5,4265,15461,PMORC1Y0L0,Platanthera peramoena,Purple-fringeless Orchid,,,Y,,PT,PT,,,,,Y,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.0,0.0416666666667
968,S2,G5,4331,15224,PMCYP0B010,Fimbristylis annua,Annual Fimbry,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.01,0.0909090909091
969,S2,G5,4331,15224,PMCYP0B010,Fimbristylis annua,Annual Fimbry,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.01,0.0909090909091
970,S2,G4G5,4317,15209,PMCYP091N0,Eleocharis robbinsii,Robbins' Spike-rush,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G4,S2,in biotics,G4,S2,0.6,0.026,0.1
971,S2,G5,4241,15434,PMORC17040,Goodyera tesselata,Checkered Rattlesnake-plantain,,,Y,,PE,PT,1618617600.0,2021-04-17: VPTC confirmed status of PT (U21GRU06).,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.045,0.0833333333333
972,S2,G5,4241,15434,PMORC17040,Goodyera tesselata,Checkered Rattlesnake-plantain,,,Y,,PE,PT,1618617600.0,2021-04-17: VPTC confirmed status of PT (U21GRU06).,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.045,0.0833333333333
973,S2,G4,4501,15400,PMLIL200L0,Trillium nivale,Snow Trillium,,,Y,,PR,PT,1461974400.0,"VPTC: Changed from PR to PT, 2016-04-30.",,,Y,,,,,,,28-Feb-22,G4,S2,in biotics,G4,S2,0.6,0.05,0.0294117647059
974,S2,G5?,2867,13762,PDEUP0D1Z0,Euphorbia polygonifolia,Small Sea-side Spurge,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.028,0.2
975,S2,G4,3776,14700,PDSAL021X0,Salix myricoides,Broad-leaved Willow,,,Y,,N,PE,1236124800.0,"6 extant sites (VPTC Members, 2009-03-04); TUTF: 1997-03-22, VPTC",,,N,,,,,,,28-Feb-22,G4,S2,in biotics,G4,S2,0.6,0.185,0.0769230769231
976,S2,G5,6890,21555,PDPGN0L270,Persicaria setacea,Bog Smartweed,,,Y,,PE,PT,1272067200.0,Formerly in EST as Polygonum setaceum var. interjectum,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.008,0.0909090909091
977,S2,G5,6890,21555,PDPGN0L270,Persicaria setacea,Bog Smartweed,,,Y,,PE,PT,1272067200.0,Formerly in EST as Polygonum setaceum var. interjectum,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.008,0.0909090909091
978,S2,G5,7679,479034,PMCYP03LU0,Carex siccata,Dry-spike Sedge,,,Y,,N,PE,1237161600.0,"1 extant site, few plants, rhizomatous species (VPTC Members, 2009-03-04); TUTFH: 1998-03-28, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.021,
979,S2,G5,7679,479034,PMCYP03LU0,Carex siccata,Dry-spike Sedge,,,Y,,N,PE,1237161600.0,"1 extant site, few plants, rhizomatous species (VPTC Members, 2009-03-04); TUTFH: 1998-03-28, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.021,
980,S2,G5,2964,13860,PDFAB3V010,Stylosanthes biflora,Pencilflower,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.019,0.333333333333
981,S2,G5,2964,13860,PDFAB3V010,Stylosanthes biflora,Pencilflower,,,Y,,TU,PE,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.019,0.333333333333
982,S2,G5,2936,13831,PDFAB25160,Lathyrus venosus,Veiny Pea,,,Y,,N,PE,1236124800.0,"1 extant site, 1967 (VPTC Members, 2009-03-04); TUTF: 1999-05-01, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.04,1.0
983,S2,G5,2936,13831,PDFAB25160,Lathyrus venosus,Veiny Pea,,,Y,,N,PE,1236124800.0,"1 extant site, 1967 (VPTC Members, 2009-03-04); TUTF: 1999-05-01, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.04,1.0
984,S2,G5,2804,13697,PDCUS010C0,Cuscuta compacta,Dodder,,,Y,,N,PT,1238803200.0,RPF: 2009-04-04,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.103,0.25
985,S2,G5,2804,13697,PDCUS010C0,Cuscuta compacta,Dodder,,,Y,,N,PT,1238803200.0,RPF: 2009-04-04,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.103,0.25
986,S2,G5,2639,13527,PDCAR0X170,Stellaria borealis,Northern Stitchwort,,,Y,,N,PT,1416009600.0,"Previously UTF (VPTC, 1998-11-13).",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.03,0.0588235294118
987,S2,G5,2639,13527,PDCAR0X170,Stellaria borealis,Northern Stitchwort,,,Y,,N,PT,1416009600.0,"Previously UTF (VPTC, 1998-11-13).",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.03,0.0588235294118
988,S2,G3,3247,14164,PDMAL100C0,Ripariosida hermaphrodita,Sida,,,Y,,PE,PE,,,,,N,,sklugman,2/23/2022 3:56:14 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G3,S2,in biotics,G3,S2,0.9,0.323,0.0625
989,S2,G4,3519,14449,PDRAN0M050,Thalictrum coriaceum,Thick-leaved Meadow-rue,,,Y,,PE,PT,,,,,N,,,,,,,28-Feb-22,G4,S2,in biotics,G4,S2,0.6,0.156,0.0384615384615
990,S2,G5T5,4398,15295,PMJUN010A2,Juncus balticus var. littoralis,Baltic Rush,,,Y,,PT,PT,,,,,N,,sklugman,2/23/2022 11:37:27 AM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,T5,S2,in biotics,T5,S2,0.5,0.03,0.111111111111
991,S2,G5,3727,14649,PDRUB0N190,Galium latifolium,Purple Bedstraw,,,Y,,N,PT,1558915200.0,"PT: 2019-05-27, VPTC. TU/RF: 1999-05-01, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.098,0.0416666666667
992,S2,G5,3727,14649,PDRUB0N190,Galium latifolium,Purple Bedstraw,,,Y,,N,PT,1558915200.0,"PT: 2019-05-27, VPTC. TU/RF: 1999-05-01, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.098,0.0416666666667
993,S2,G5,4385,15280,PMIRI09170,Iris virginica,Virginia Blue Flag,,,Y,,N,PE,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.002,0.125
994,S2,G5,4385,15280,PMIRI09170,Iris virginica,Virginia Blue Flag,,,Y,,N,PE,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.002,0.125
995,S2,G5,2244,13265,PDAST8P230,Solidago uliginosa,Bog Goldenrod,,,Y,,PT,PT,1238803200.0,RPF: 2009-04-04,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.046,0.0384615384615
996,S2,G5,2244,13265,PDAST8P230,Solidago uliginosa,Bog Goldenrod,,,Y,,PT,PT,1238803200.0,RPF: 2009-04-04,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.046,0.0384615384615
997,S2,G5,7527,478866,NBMUS2Z040,Funaria flavicans,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
998,S2,G5,7527,478866,NBMUS2Z040,Funaria flavicans,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
999,S2,G5,3219,14136,PDLNT020A0,Utricularia intermedia,Flat-leaved Bladderwort,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.024,0.0625
1000,S2,G5,3219,14136,PDLNT020A0,Utricularia intermedia,Flat-leaved Bladderwort,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.024,0.0625
1001,S2,G5,4191,15145,PMCYP03E40,Carex typhina,Cattail Sedge,,,Y,,PE,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.047,0.0416666666667
1002,S2,G5,4191,15145,PMCYP03E40,Carex typhina,Cattail Sedge,,,Y,,PE,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.047,0.0416666666667
1003,S2,G5,7358,478695,NBMUS95020,Schistidium rivulare,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
1004,S2,G5,7358,478695,NBMUS95020,Schistidium rivulare,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
1005,S2,G5,4826,15805,PMSPA01030,Sparganium angustifolium,Bur-reed,,,Y,,N,PT,1143244800.0,"TF: 1998-03-28, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.006,0.1
1006,S2,G5,4826,15805,PMSPA01030,Sparganium angustifolium,Bur-reed,,,Y,,N,PT,1143244800.0,"TF: 1998-03-28, VPTC",,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.006,0.1
1007,S2,G5,4218,15173,PMCYP060P0,Cyperus diandrus,Umbrella Flatsedge,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.017,0.166666666667
1008,S2,G5,4218,15173,PMCYP060P0,Cyperus diandrus,Umbrella Flatsedge,,,Y,,PE,PE,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.017,0.166666666667
1009,S2,GNR,7718,499353,PMPOA242E0,Dichanthelium commonsianum,Cloaked Panic Grass,,,Y,,TU,,,,,,N,,,,,,,28-Feb-22,GNR,S2,in biotics,GNR,S2,0.5,0.0,1.0
1010,S2,G4G5,1937,12824,PDACA0J0K0,Ruellia strepens,Limestone Petunia,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G4,S2,in biotics,G4,S2,0.6,0.011,0.0333333333333
1011,S2,G5,7352,478689,NBMUS1G020,Calliergonella cuspidata,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
1012,S2,G5,7352,478689,NBMUS1G020,Calliergonella cuspidata,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
1013,S2,G5,4330,15223,PMCYP0A0E0,Eriophorum viridicarinatum,Thin-leaved Cotton-grass,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.017,0.0769230769231
1014,S2,G5,4330,15223,PMCYP0A0E0,Eriophorum viridicarinatum,Thin-leaved Cotton-grass,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.017,0.0769230769231
1015,S2,G5,4672,15647,PMPOA3X0D0,Melica nitens,Three-flowered Melic-grass,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.021,0.142857142857
1016,S2,G5,4672,15647,PMPOA3X0D0,Melica nitens,Three-flowered Melic-grass,,,Y,,PT,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.021,0.142857142857
1017,S2,G5,2675,13564,PDCIS02020,Crocanthemum bicknellii,Bicknell's Hoary Rockrose,,,Y,,PE,PE,,,,,N,,sklugman,2/23/2022 3:51:07 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.0,0.111111111111
1018,S2,G5,2675,13564,PDCIS02020,Crocanthemum bicknellii,Bicknell's Hoary Rockrose,,,Y,,PE,PE,,,,,N,,sklugman,2/23/2022 3:51:07 PM,SNAME Change,Name changes from the Fall 2021 VPTC Meeting,U22GRU01: Steve Grund,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.0,0.111111111111
1019,S2,G5,2215,13114,PDAST3P1P0,Eupatorium rotundifolium,A Eupatorium,,,Y,,TU,PT,1556323200.0,"PT: 2019-04-27, VPTC. Reviewed/approved by DCNR 2019-06-24. TF: 1998-03-28, VPTC. TU: reviewed November 2008-11-12 VPTC (S. Grund)",,,N,EXCLUDE from ER per DCNR 2019-01-02 (P19BOW01).,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.02,0.0384615384615
1020,S2,G5,2215,13114,PDAST3P1P0,Eupatorium rotundifolium,A Eupatorium,,,Y,,TU,PT,1556323200.0,"PT: 2019-04-27, VPTC. Reviewed/approved by DCNR 2019-06-24. TF: 1998-03-28, VPTC. TU: reviewed November 2008-11-12 VPTC (S. Grund)",,,N,EXCLUDE from ER per DCNR 2019-01-02 (P19BOW01).,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.02,0.0384615384615
1021,S2,G5,7650,478992,NBMUS5B010,Tortula acaulon,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
1022,S2,G5,7650,478992,NBMUS5B010,Tortula acaulon,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
1023,S2,G5,7589,478929,NBHEP0Q0S0,Cephaloziella divaricata,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
1024,S2,G5,7589,478929,NBHEP0Q0S0,Cephaloziella divaricata,,,,Y,,,,,,,,N,,,,,,,28-Feb-22,G5,S2,,G5,S2,0.5,0.0,
1025,S2,G5T5,9078,528067,PDAST1H0G2,Brickellia eupatorioides var. eupatorioides,False Boneset,,,Y,,,PT,1636761600.0,Previously tracked as Brickellia eupatorioides (U22GRU01). Brickellia eupatoriodes was assigned PBS Status PT in 2013.,,,N,,sklugman,2/25/2022 1:27:54 PM,Addition,,,28-Feb-22,T5,S2,in biotics,T5,S2,0.5,0.0,0.1
1026,S2,G5,2314,13337,PDBOR0L030,Lithospermum canescens,Hoary Puccoon,,,Y,,N,PT,1334966400.0,RPF 2012-04-21.,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.016,0.047619047619
1027,S2,G5,2314,13337,PDBOR0L030,Lithospermum canescens,Hoary Puccoon,,,Y,,N,PT,1334966400.0,RPF 2012-04-21.,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.016,0.047619047619
1028,S2,G5,4874,15854,PPDRY0A070,Dryopteris clintoniana,Clinton's Wood Fern,,,Y,,N,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.0,0.0357142857143
1029,S2,G5,4874,15854,PPDRY0A070,Dryopteris clintoniana,Clinton's Wood Fern,,,Y,,N,PT,,,,,N,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.0,0.0357142857143
1030,S2,G5,4497,15396,PMLIL20040,Trillium cernuum,Nodding Trillium,,,Y,,N,PT,1238803200.0,RPF: 2009-04-04,,,Y,,,,,,,28-Feb-22,G5,S2,in biotics,G5,S2,0.5,0.052,0.012987012987
